id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
57137,LHE-ISB,Business,6,180,58,122,49707.06,42494.91089800444,2026-07-01,17,1,0,0,339.05414422219724,379.3576603740729,272.0645410081311,,,,False,0.32222222222222224
57138,KHI-DXB,Economy,19,180,84,96,41320.9,44837.94581975072,2026-07-01,18,0,0,0,329.66438841493664,375.37905309811197,286.77571495475604,,,,False,0.4666666666666667
57139,LHE-ISB,Business,5,180,72,108,47471.19,42494.91089800444,2026-07-01,19,0,0,0,326.01434022196,391.918743508175,272.3290644980366,,,,False,0.4
57140,KHI-LHE,Economy,34,180,31,149,18772.23,14965.685953399905,2026-07-01,20,1,0,0,334.67394962449043,378.57655684945485,282.1506926911584,7485.0,8569.0,2.1907142023573347,True,0.17222222222222222
57141,KHI-PEW,Economy,28,180,102,78,10414.35,14966.173412276461,2026-07-01,21,2,0,0,338.0998737284774,376.1384640176298,284.4665932756516,,,,False,0.5666666666666667
57142,LHE-ISB,Economy,14,180,117,63,15818.06,15096.179715825576,2026-07-01,22,2,0,0,336.9958909192863,376.9346900571947,285.0595947770475,,,,False,0.65
57143,KHI-ISB,Economy,63,180,68,112,18216.24,14814.069359582543,2026-07-01,23,2,0,0,338.4195337723044,375.2432384754776,270.9284060878398,7432.0,29077.333333333332,0.6264756052824653,True,0.37777777777777777
57144,KHI-DXB,Economy,22,180,20,160,54648.91,44837.94581975072,2026-07-01,0,3,0,0,326.6499762681055,380.34132574087243,273.2455688635538,,,,False,0.1111111111111111
57145,KHI-DXB,Economy,39,180,81,99,38306.41,44837.94581975072,2026-07-01,1,6,1,0,325.88284180570093,379.8349638951622,276.8339036780819,,,,False,0.45
57146,KHI-LHE,Economy,67,180,142,38,10056.52,14965.685953399905,2026-07-01,2,6,1,1,336.0831299586445,380.7866265802464,282.69734979648683,7485.0,8569.0,1.173593184735675,True,0.7888888888888889
57147,LHE-ISB,Economy,48,180,115,65,13993.44,15096.179715825576,2026-07-01,3,1,0,0,342.4104401646626,379.48089344932924,278.47068674912634,,,,False,0.6388888888888888
57148,LHE-ISB,Economy,42,180,49,131,21979.31,15096.179715825576,2026-07-01,4,2,0,1,343.996972614575,391.09803784503185,284.6262189017017,,,,False,0.2722222222222222
57149,KHI-DXB,Economy,12,180,57,123,45046.68,44837.94581975072,2026-07-01,5,0,0,0,337.64220879087145,385.78279966875755,287.13396140428085,,,,False,0.31666666666666665
57150,KHI-DXB,Economy,42,180,127,53,40437.69,44837.94581975072,2026-07-01,6,2,0,1,338.07700897390777,392.27825209523974,273.85833436593225,,,,False,0.7055555555555556
57151,KHI-ISB,Business,57,180,89,91,25294.61,42435.13461851475,2026-07-01,7,3,0,1,330.39203834440076,379.4949229320439,268.6293345947026,7432.0,29077.333333333332,0.8699081758987528,True,0.49444444444444446
57152,LHE-ISB,Economy,51,180,130,50,8435.56,15096.179715825576,2026-07-01,8,4,0,0,342.577862109942,389.092408149156,273.1477715313708,,,,False,0.7222222222222222
57153,LHE-ISB,Business,7,180,20,160,56731.12,42494.91089800444,2026-07-01,9,2,0,0,339.4679749569265,373.9641906028092,269.1302878663074,,,,False,0.1111111111111111
57154,KHI-PEW,Economy,28,180,51,129,16736.85,14966.173412276461,2026-07-01,10,2,0,0,330.61007238173585,389.2263403708745,287.03708718858945,,,,False,0.2833333333333333
57155,LHE-ISB,Economy,30,180,125,55,15094.71,15096.179715825576,2026-07-01,11,4,0,0,337.4560430329837,387.13300061860934,271.516899134313,,,,False,0.6944444444444444
57156,KHI-DXB,Economy,54,180,135,45,43900.08,44837.94581975072,2026-07-01,12,0,0,1,336.44454768929694,391.4835829342046,279.48777693675754,,,,False,0.75
57157,LHE-ISB,Business,45,180,85,95,32335.8,42494.91089800444,2026-07-01,13,5,1,1,343.61587547259154,375.5379507359497,285.9705343291797,,,,False,0.4722222222222222
57158,KHI-DXB,Business,68,180,137,43,86256.31,110639.33540295118,2026-07-01,14,0,0,1,329.8182248562174,382.9277822370009,275.1355357690688,,,,False,0.7611111111111111
57159,KHI-DXB,Economy,28,180,20,160,54547.74,44837.94581975072,2026-07-01,15,2,0,0,333.45319157298337,374.396911601958,278.6182565389128,,,,False,0.1111111111111111
57160,LHE-ISB,Economy,61,180,106,74,9967.36,15096.179715825576,2026-07-01,16,0,0,0,327.2222829873334,378.5188259016104,271.46462714029747,,,,False,0.5888888888888889
57161,KHI-LHE,Economy,21,180,79,101,21896.64,14965.685953399905,2026-07-01,17,2,0,0,333.823109343933,380.3779439194004,270.3430258986769,7485.0,8569.0,2.5553320107363753,True,0.4388888888888889
57162,LHE-ISB,Economy,9,180,22,158,19370.55,15096.179715825576,2026-07-01,18,4,0,0,327.21158803893496,390.50112953065286,284.0943809431679,,,,False,0.12222222222222222
57163,KHI-DXB,Business,73,180,134,46,95823.73,110639.33540295118,2026-07-01,19,5,1,0,329.3876164822611,374.1361319310898,283.9685977836882,,,,False,0.7444444444444445
57164,KHI-PEW,Business,40,180,124,56,33228.71,42737.64187978142,2026-07-01,20,0,0,0,336.7242737040419,373.6375163156857,283.3357784041527,,,,False,0.6888888888888889
57165,KHI-LHE,Economy,4,180,117,63,10058.37,14965.685953399905,2026-07-01,21,6,1,0,331.4920491494839,388.95578024080567,287.69850889119476,7485.0,8569.0,1.1738090792391178,True,0.65
57166,KHI-LHE,Economy,70,180,78,102,12974.74,14965.685953399905,2026-07-01,22,2,0,0,329.52804843359314,384.63686160521775,274.1844957368795,7485.0,8569.0,1.5141486754580464,True,0.43333333333333335
57167,KHI-ISB,Economy,17,180,152,28,9674.74,14814.069359582543,2026-07-01,23,5,1,0,341.91082188331296,381.30081876365836,280.0718128126982,7432.0,29077.333333333332,0.33272445891415997,True,0.8444444444444444
57168,KHI-PEW,Economy,11,180,133,47,12779.69,14966.173412276461,2026-07-01,0,6,1,0,327.9353963136518,382.48367587998536,275.2588221686484,,,,False,0.7388888888888889
57169,KHI-PEW,Economy,72,180,137,43,10422.73,14966.173412276461,2026-07-01,1,4,0,0,325.6733071752008,391.01680510362183,268.5787575187294,,,,False,0.7611111111111111
57170,KHI-ISB,Business,22,180,69,111,51128.13,42435.13461851475,2026-07-01,2,3,0,0,344.865040413349,377.56357603750524,277.5549111868435,7432.0,29077.333333333332,1.7583500320983125,True,0.38333333333333336
57171,KHI-ISB,Economy,21,180,141,39,10781.03,14814.069359582543,2026-07-01,3,2,0,0,332.4165015127335,389.9072695438382,284.89341256937826,7432.0,29077.333333333332,0.37077093268525313,True,0.7833333333333333
57172,KHI-ISB,Business,23,180,22,158,57445.19,42435.13461851475,2026-07-01,4,4,0,0,341.1156076070015,376.8418888016317,280.3121444244601,7432.0,29077.333333333332,1.975600353081438,True,0.12222222222222222
57173,KHI-DXB,Economy,3,180,116,64,34838.9,44837.94581975072,2026-07-01,5,5,1,0,328.8425822550614,392.938815008088,279.8325554361442,,,,False,0.6444444444444445
57174,LHE-ISB,Economy,38,180,67,113,18044.08,15096.179715825576,2026-07-01,6,5,1,0,341.6098629322933,383.11509197026874,284.03053174972433,,,,False,0.37222222222222223
57175,KHI-PEW,Economy,9,180,60,120,12829.05,14966.173412276461,2026-07-01,7,4,0,0,337.341234575383,381.35939312917924,283.9048303971458,,,,False,0.3333333333333333
57176,KHI-PEW,Economy,59,180,44,136,18003.24,14966.173412276461,2026-07-01,8,5,1,0,325.8593799010651,379.00243597207225,274.5147973672657,,,,False,0.24444444444444444
57177,KHI-ISB,Economy,67,180,104,76,16436.69,14814.069359582543,2026-07-01,9,6,1,1,341.83590997319624,387.55459865383307,272.44064617244044,7432.0,29077.333333333332,0.5652750137564196,True,0.5777777777777777
57178,KHI-ISB,Economy,62,180,78,102,15973.65,14814.069359582543,2026-07-01,10,1,0,0,338.6090712498109,375.2636679600888,283.5363869780035,7432.0,29077.333333333332,0.549350582355099,True,0.43333333333333335
57179,KHI-LHE,Business,18,180,100,80,40244.6,42157.36867324561,2026-07-01,11,6,1,0,326.58498395007047,377.42707022840517,277.6587705594675,7485.0,8569.0,4.696534017971758,True,0.5555555555555556
57180,LHE-ISB,Economy,61,180,101,79,18269.16,15096.179715825576,2026-07-01,12,0,0,0,335.3807860648067,377.5720008576876,274.5010932940831,,,,False,0.5611111111111111
57181,KHI-ISB,Economy,46,180,93,87,12607.18,14814.069359582543,2026-07-01,13,6,1,1,342.62689263902337,382.4472842554216,273.1959630178398,7432.0,29077.333333333332,0.43357414710198094,True,0.5166666666666667
57182,KHI-PEW,Business,39,180,79,101,53393.62,42737.64187978142,2026-07-01,14,6,1,0,340.97063277526826,382.6433922560336,277.4282739721813,,,,False,0.4388888888888889
57183,LHE-ISB,Economy,63,180,65,115,14272.98,15096.179715825576,2026-07-01,15,2,0,0,327.3580202350925,379.14170941822294,271.6771895406048,,,,False,0.3611111111111111
57184,LHE-ISB,Economy,17,180,93,87,16392.97,15096.179715825576,2026-07-01,16,5,1,0,325.3205858400603,375.16240031586926,271.1809855235,,,,False,0.5166666666666667
57185,KHI-DXB,Business,9,180,50,130,102908.84,110639.33540295118,2026-07-01,17,4,0,0,336.03402497285043,383.03330854176613,282.2632475802309,,,,False,0.2777777777777778
57186,KHI-ISB,Business,7,180,172,8,25355.34,42435.13461851475,2026-07-01,18,2,0,0,336.78260892576947,375.50136175918345,275.44861562950956,7432.0,29077.333333333332,0.8719967443140132,True,0.9555555555555556
57187,KHI-DXB,Economy,11,180,120,60,45204.54,44837.94581975072,2026-07-01,19,6,1,0,336.412085435001,382.52882648079975,276.16250034896734,,,,False,0.6666666666666666
57188,LHE-ISB,Business,42,180,64,116,48648.06,42494.91089800444,2026-07-01,20,2,0,1,328.6741443408018,373.4724262732782,276.7550054706726,,,,False,0.35555555555555557
57189,KHI-DXB,Economy,51,180,73,107,39060.85,44837.94581975072,2026-07-01,21,4,0,0,340.70604890349784,393.1587610905045,285.47581935056337,,,,False,0.40555555555555556
57190,LHE-ISB,Economy,75,180,20,160,20135.93,15096.179715825576,2026-07-01,22,0,0,0,327.04385313041456,386.1943660111415,268.2104737205349,,,,False,0.1111111111111111
57191,KHI-LHE,Economy,41,180,110,70,11835.39,14965.685953399905,2026-07-01,23,1,0,0,334.6225809209344,385.63905115495896,286.0336008533293,7485.0,8569.0,1.3811868362702766,True,0.6111111111111112
57192,KHI-DXB,Economy,37,180,96,84,52201.12,44837.94581975072,2026-07-01,0,4,0,0,333.4271542914002,386.5394800757068,279.4195247829414,,,,False,0.5333333333333333
57193,KHI-DXB,Economy,27,180,103,77,45854.29,44837.94581975072,2026-07-01,1,1,0,0,332.9708740211246,382.03755763306833,270.26154709181407,,,,False,0.5722222222222222
57194,KHI-LHE,Economy,28,180,82,98,13688.59,14965.685953399905,2026-07-01,2,2,0,0,328.0798073335358,392.03542468950775,281.0741949019309,7485.0,8569.0,1.5974547788540086,True,0.45555555555555555
57195,LHE-ISB,Business,21,180,72,108,40350.83,42494.91089800444,2026-07-01,3,2,0,0,332.83750895885305,377.08603137881937,278.48009708384654,,,,False,0.4
57196,KHI-LHE,Economy,56,180,81,99,11720.57,14965.685953399905,2026-07-01,4,2,0,1,326.34781698991014,386.44519915921626,275.63167078422026,7485.0,8569.0,1.367787373089042,True,0.45
57197,KHI-LHE,Economy,31,180,137,43,11900.89,14965.685953399905,2026-07-01,5,5,1,0,328.87912859624856,388.89239124657763,275.6525946034463,7485.0,8569.0,1.388830668689462,True,0.7611111111111111
57198,KHI-ISB,Economy,69,180,48,132,19813.27,14814.069359582543,2026-07-01,6,1,0,1,335.05264432377106,391.7710693214917,284.55095598008955,7432.0,29077.333333333332,0.6813991425165078,True,0.26666666666666666
57199,KHI-DXB,Business,27,180,138,42,82373.0,110639.33540295118,2026-07-01,7,1,0,0,328.27416439570595,385.5304199492131,271.3534068948384,,,,False,0.7666666666666667
57200,KHI-ISB,Economy,44,180,65,115,16624.64,14814.069359582543,2026-07-01,8,4,0,1,335.8455376265624,383.96754668885654,283.31585089658176,7432.0,29077.333333333332,0.5717388114453411,True,0.3611111111111111
57201,LHE-ISB,Economy,5,180,41,139,18469.68,15096.179715825576,2026-07-01,9,0,0,0,337.6446640537388,383.95607054908345,268.39959459901155,,,,False,0.22777777777777777
57202,KHI-ISB,Economy,17,180,102,78,19884.85,14814.069359582543,2026-07-01,10,5,1,0,337.7036738160253,383.6328124442564,284.02081507682664,7432.0,29077.333333333332,0.6838608538151137,True,0.5666666666666667
57203,KHI-LHE,Economy,16,180,130,50,11684.17,14965.685953399905,2026-07-01,11,4,0,0,333.2823785650847,373.64455949496215,277.73559879882254,7485.0,8569.0,1.3635395028591435,True,0.7222222222222222
57204,KHI-ISB,Business,39,180,115,65,40892.71,42435.13461851475,2026-07-01,12,6,1,0,338.52218575481476,391.2830966571125,272.0340182889809,7432.0,29077.333333333332,1.4063431997432134,True,0.6388888888888888
57205,LHE-ISB,Business,33,180,128,52,27460.38,42494.91089800444,2026-07-01,13,0,0,0,331.0197437866461,382.0562700053271,268.1326289424824,,,,False,0.7111111111111111
57206,KHI-PEW,Economy,21,180,156,24,11009.21,14966.173412276461,2026-07-01,14,2,0,0,325.38686303188416,376.8326588761413,281.91340692142654,,,,False,0.8666666666666667
57207,KHI-DXB,Business,14,180,103,77,129283.6,110639.33540295118,2026-07-01,15,2,0,0,325.30049270614796,383.92906358054205,273.0384036904699,,,,False,0.5722222222222222
57208,LHE-ISB,Economy,11,180,27,153,20088.2,15096.179715825576,2026-07-01,16,6,1,0,334.17352020493024,381.80852153345825,275.542968549907,,,,False,0.15
57209,LHE-ISB,Business,14,180,82,98,58517.75,42494.91089800444,2026-07-01,17,2,0,0,341.28461915914005,379.5682369595526,278.5775586968239,,,,False,0.45555555555555555
57210,KHI-DXB,Economy,26,180,72,108,40002.52,44837.94581975072,2026-07-01,18,0,0,0,327.9413365384361,376.1096965545399,270.02080904933115,,,,False,0.4
57211,LHE-ISB,Economy,30,180,94,86,17424.2,15096.179715825576,2026-07-01,19,4,0,0,339.63424000318776,385.01540617002047,280.71836725809385,,,,False,0.5222222222222223
57212,LHE-ISB,Economy,27,180,60,120,13372.88,15096.179715825576,2026-07-01,20,1,0,0,343.0631900279465,384.9215344327351,279.5102245383863,,,,False,0.3333333333333333
57213,LHE-ISB,Economy,0,180,53,127,19860.48,15096.179715825576,2026-07-01,21,2,0,0,339.11390433692554,376.8051774628224,280.4239987380818,,,,False,0.29444444444444445
57214,KHI-LHE,Business,30,180,129,51,42738.73,42157.36867324561,2026-07-01,22,4,0,0,328.9478219198846,389.87870309246654,271.3770011286899,7485.0,8569.0,4.987598319523865,True,0.7166666666666667
57215,KHI-DXB,Business,15,180,73,107,98490.89,110639.33540295118,2026-07-01,23,3,0,0,338.06678288247275,390.00093588050413,270.7919717377145,,,,False,0.40555555555555556
57216,LHE-ISB,Economy,42,180,107,73,10868.23,15096.179715825576,2026-07-01,0,2,0,1,341.3029889848527,376.04446871433555,287.10557678119966,,,,False,0.5944444444444444
57217,KHI-PEW,Business,24,180,75,105,32137.02,42737.64187978142,2026-07-01,1,5,1,0,332.5913862393369,383.87379547791306,268.0959408005307,,,,False,0.4166666666666667
57218,KHI-PEW,Business,22,180,106,74,29446.66,42737.64187978142,2026-07-01,2,3,0,0,343.4622840186139,374.65542255768213,287.7867798922135,,,,False,0.5888888888888889
57219,KHI-PEW,Economy,31,180,109,71,15338.86,14966.173412276461,2026-07-01,3,5,1,0,339.35413026300506,376.4179587205294,286.2414820824376,,,,False,0.6055555555555555
57220,LHE-ISB,Economy,31,180,67,113,12048.63,15096.179715825576,2026-07-01,4,5,1,0,331.28323833594055,386.15459378022575,276.77511262669833,,,,False,0.37222222222222223
57221,KHI-PEW,Economy,12,180,99,81,16108.67,14966.173412276461,2026-07-01,5,0,0,0,344.95650785581927,389.2149869548284,275.6332754398094,,,,False,0.55
57222,LHE-ISB,Economy,11,180,95,85,13357.77,15096.179715825576,2026-07-01,6,6,1,0,326.49612279810725,380.25730381793477,285.7115506093304,,,,False,0.5277777777777778
57223,KHI-DXB,Business,64,180,20,160,139938.56,110639.33540295118,2026-07-01,7,3,0,0,331.86409038441036,384.1615453366127,273.8243510574704,,,,False,0.1111111111111111
57224,KHI-ISB,Business,6,180,45,135,57984.01,42435.13461851475,2026-07-01,8,1,0,0,344.7392207786109,376.4800592216719,280.30012667829504,7432.0,29077.333333333332,1.9941309381878212,True,0.25
57225,KHI-DXB,Business,30,180,94,86,129296.67,110639.33540295118,2026-07-01,9,4,0,0,333.1107385441607,386.8024460541768,279.4702436898317,,,,False,0.5222222222222223
57226,KHI-PEW,Economy,9,180,57,123,15186.17,14966.173412276461,2026-07-01,10,4,0,0,329.820420903633,376.3520838522593,278.14086284647124,,,,False,0.31666666666666665
57227,KHI-ISB,Business,36,180,81,99,48478.35,42435.13461851475,2026-07-01,11,3,0,0,337.51941918152056,383.9933420886635,272.87870237099025,7432.0,29077.333333333332,1.6672213178650037,True,0.45
57228,KHI-PEW,Economy,47,180,110,70,9178.77,14966.173412276461,2026-07-01,12,0,0,0,328.5727972928059,387.2601702363588,284.9686032930234,,,,False,0.6111111111111112
57229,KHI-DXB,Business,59,180,67,113,128983.87,110639.33540295118,2026-07-01,13,5,1,0,342.8864830110898,381.1335459692248,269.57146375740354,,,,False,0.37222222222222223
57230,KHI-PEW,Business,76,180,93,87,55511.0,42737.64187978142,2026-07-01,14,1,0,0,342.71063986843495,376.83888280894365,282.410704109034,,,,False,0.5166666666666667
57231,KHI-PEW,Economy,56,180,78,102,21149.98,14966.173412276461,2026-07-01,15,2,0,1,335.0117810807179,376.7111265981538,282.80766637167994,,,,False,0.43333333333333335
57232,KHI-ISB,Business,56,180,89,91,40213.32,42435.13461851475,2026-07-01,16,2,0,1,336.9903351419456,392.9378200183344,279.18946730829776,7432.0,29077.333333333332,1.3829782648569333,True,0.49444444444444446
57233,KHI-DXB,Economy,46,180,145,35,36610.36,44837.94581975072,2026-07-01,17,6,1,1,326.0168832652626,392.19110168415546,284.945938414713,,,,False,0.8055555555555556
57234,KHI-DXB,Economy,54,180,128,52,41053.83,44837.94581975072,2026-07-01,18,0,0,1,340.2499405655642,391.8719023522972,285.1532580280747,,,,False,0.7111111111111111
57235,KHI-PEW,Economy,5,180,150,30,8370.05,14966.173412276461,2026-07-01,19,0,0,0,340.9297309678144,393.28257313783587,283.40090805665875,,,,False,0.8333333333333334
57236,KHI-ISB,Business,4,180,151,29,34907.55,42435.13461851475,2026-07-01,20,6,1,0,328.9118204015377,376.40875809626783,273.129556417397,7432.0,29077.333333333332,1.2005072679750552,True,0.8388888888888889
57237,KHI-ISB,Business,6,180,74,106,37356.96,42435.13461851475,2026-07-01,21,1,0,0,329.5430474684688,377.1343467360063,287.55672175512046,7432.0,29077.333333333332,1.2847450476889215,True,0.4111111111111111
57238,KHI-LHE,Economy,26,180,113,67,8334.17,14965.685953399905,2026-07-01,22,0,0,0,327.6628312167046,375.52385238616625,269.75585657446084,7485.0,8569.0,0.9725954020305754,True,0.6277777777777778
57239,KHI-ISB,Economy,3,180,76,104,20199.0,14814.069359582543,2026-07-01,23,5,1,0,335.5040825256555,391.49407701267813,271.72971352035944,7432.0,29077.333333333332,0.6946648019075569,True,0.4222222222222222
57240,KHI-ISB,Business,9,180,57,123,51529.86,42435.13461851475,2026-07-01,0,4,0,0,343.61471568569596,373.54943093910174,280.3522893803076,7432.0,29077.333333333332,1.7721659482758623,True,0.31666666666666665
57241,KHI-ISB,Economy,3,180,118,62,8250.19,14814.069359582543,2026-07-01,1,5,1,0,341.5566009852424,381.3601910883238,286.159741210607,7432.0,29077.333333333332,0.28373268983859135,True,0.6555555555555556
57242,LHE-ISB,Economy,32,180,99,81,10933.65,15096.179715825576,2026-07-01,2,6,1,0,331.6689432560935,376.2454148255072,276.2538011339651,,,,False,0.55
57243,KHI-ISB,Business,26,180,53,127,59109.84,42435.13461851475,2026-07-01,3,0,0,0,340.36957914866434,379.35314699364346,275.60393031191245,7432.0,29077.333333333332,2.0328494130594277,True,0.29444444444444445
57244,KHI-LHE,Economy,15,180,90,90,10614.49,14965.685953399905,2026-07-01,4,3,0,0,335.83272869394693,376.32358651706915,277.82931786176465,7485.0,8569.0,1.2387081339712918,True,0.5
57245,LHE-ISB,Business,14,180,98,82,27056.87,42494.91089800444,2026-07-01,5,2,0,0,327.64133573557933,390.1754194166138,285.321196253801,,,,False,0.5444444444444444
57246,KHI-DXB,Business,25,180,96,84,104113.33,110639.33540295118,2026-07-01,6,6,1,0,341.83492484972936,377.1221538820152,268.1285805549802,,,,False,0.5333333333333333
57247,KHI-LHE,Economy,6,180,114,66,9718.84,14965.685953399905,2026-07-01,7,1,0,0,329.7715768844254,374.32755586011393,271.92219023211265,7485.0,8569.0,1.1341860193721554,True,0.6333333333333333
57248,KHI-LHE,Economy,35,180,136,44,9469.08,14965.685953399905,2026-07-01,8,2,0,0,327.56733426225617,390.8187174877184,269.40049133856957,7485.0,8569.0,1.1050390944100827,True,0.7555555555555555
57249,KHI-PEW,Economy,8,180,56,124,13921.56,14966.173412276461,2026-07-01,9,3,0,0,332.4671132521159,384.38494546348295,277.66974624912046,,,,False,0.3111111111111111
57250,LHE-ISB,Economy,31,180,91,89,10610.45,15096.179715825576,2026-07-01,10,5,1,0,342.8502459793592,393.4482312848457,279.9163620472711,,,,False,0.5055555555555555
57251,LHE-ISB,Economy,21,180,121,59,8986.08,15096.179715825576,2026-07-01,11,2,0,0,333.5045426433035,382.49352095132366,268.4007404299593,,,,False,0.6722222222222223
57252,KHI-DXB,Economy,10,180,90,90,41343.98,44837.94581975072,2026-07-01,12,5,1,0,326.084683455057,386.9705119898942,274.79989424902396,,,,False,0.5
57253,KHI-PEW,Business,15,180,102,78,49049.99,42737.64187978142,2026-07-01,13,3,0,0,331.43051767901017,386.28345866753176,287.6786893079966,,,,False,0.5666666666666667
57254,LHE-ISB,Economy,24,180,108,72,17439.61,15096.179715825576,2026-07-01,14,5,1,0,336.65343715690847,392.0663566603663,272.26897116205106,,,,False,0.6
57255,KHI-ISB,Economy,64,180,66,114,15190.51,14814.069359582543,2026-07-01,15,3,0,0,338.4553388702899,388.70135519253563,275.13825704268805,7432.0,29077.333333333332,0.5224175761188555,True,0.36666666666666664
57256,KHI-PEW,Economy,52,180,99,81,13765.89,14966.173412276461,2026-07-01,16,5,1,0,337.89526815908664,388.07981752197804,285.63052508145387,,,,False,0.55
57257,KHI-ISB,Economy,72,180,65,115,16604.91,14814.069359582543,2026-07-01,17,4,0,0,327.26027375340146,388.4844271660994,268.9912755391904,7432.0,29077.333333333332,0.5710602760454879,True,0.3611111111111111
57258,LHE-ISB,Business,64,180,36,144,44978.7,42494.91089800444,2026-07-01,18,3,0,0,339.1590658995534,388.8940779709022,275.11924288678676,,,,False,0.2
57259,KHI-PEW,Economy,51,180,67,113,13125.3,14966.173412276461,2026-07-01,19,4,0,0,343.55988762031,376.51278814378384,281.63430093914593,,,,False,0.37222222222222223
57260,KHI-PEW,Economy,38,180,76,104,19834.27,14966.173412276461,2026-07-01,20,5,1,0,341.60793792385664,386.4232578150105,284.4412180194543,,,,False,0.4222222222222222
57261,KHI-DXB,Business,67,180,145,35,94717.08,110639.33540295118,2026-07-01,21,6,1,1,327.74416291862644,380.1396613299901,280.29685432872185,,,,False,0.8055555555555556
57262,KHI-PEW,Economy,59,180,113,67,8138.05,14966.173412276461,2026-07-01,22,5,1,0,331.3019391106088,391.01877733632807,277.4463210686789,,,,False,0.6277777777777778
57263,KHI-PEW,Economy,39,180,146,34,12490.54,14966.173412276461,2026-07-01,23,6,1,0,333.6117678009422,383.8314350163901,268.70483268963903,,,,False,0.8111111111111111
57264,KHI-LHE,Economy,17,180,72,108,18165.23,14965.685953399905,2026-07-01,0,5,1,0,332.8875748238701,381.33189629372293,273.66157804519065,7485.0,8569.0,2.1198774652818297,True,0.4
57265,KHI-LHE,Economy,72,180,143,37,10936.38,14965.685953399905,2026-07-01,1,4,0,0,327.90109736472806,381.9863117106052,269.4982313740506,7485.0,8569.0,1.2762726105729956,True,0.7944444444444444
57266,LHE-ISB,Economy,7,180,80,100,10633.24,15096.179715825576,2026-07-01,2,2,0,0,343.8707733295739,391.8176969576469,283.49148270725465,,,,False,0.4444444444444444
57267,KHI-LHE,Business,61,180,55,125,43096.35,42157.36867324561,2026-07-01,3,0,0,0,341.8932192549034,376.48304024437317,273.3579431265589,7485.0,8569.0,5.029332477535301,True,0.3055555555555556
57268,LHE-ISB,Business,21,180,121,59,36710.7,42494.91089800444,2026-07-01,4,2,0,0,329.58237651831763,376.81367147787495,274.9926562675114,,,,False,0.6722222222222223
57269,KHI-PEW,Business,3,180,161,19,30184.88,42737.64187978142,2026-07-01,5,5,1,0,339.6438083936609,374.1563615437656,268.82067003026845,,,,False,0.8944444444444445
57270,KHI-ISB,Business,68,180,62,118,43617.33,42435.13461851475,2026-07-01,6,0,0,1,332.7230941364251,381.97223022152946,268.9057105827059,7432.0,29077.333333333332,1.500045740095378,True,0.34444444444444444
57271,KHI-PEW,Economy,12,180,93,87,15852.07,14966.173412276461,2026-07-01,7,0,0,0,331.22481228897186,393.0506210257893,278.4996109991577,,,,False,0.5166666666666667
57272,KHI-DXB,Economy,33,180,108,72,41467.5,44837.94581975072,2026-07-01,8,0,0,0,339.47242144063785,387.3076970504242,277.39751673298434,,,,False,0.6
57273,KHI-LHE,Business,9,180,101,79,43842.02,42157.36867324561,2026-07-01,9,4,0,0,334.7102232568301,388.25240947466847,269.1642713277872,7485.0,8569.0,5.116351966390477,True,0.5611111111111111
57274,KHI-LHE,Business,76,180,94,86,40723.9,42157.36867324561,2026-07-01,10,1,0,0,341.69289118461353,381.51142787032006,271.6450945955128,7485.0,8569.0,4.7524681993231415,True,0.5222222222222223
57275,KHI-LHE,Business,4,180,144,36,36994.37,42157.36867324561,2026-07-01,11,6,1,0,329.25886870003114,388.98791497952544,273.35574407447194,7485.0,8569.0,4.3172330493639866,True,0.8
57276,KHI-LHE,Economy,3,180,33,147,18967.2,14965.685953399905,2026-07-01,12,5,1,0,330.09191949444903,384.43073795274205,285.61125890028757,7485.0,8569.0,2.2134671490255573,True,0.18333333333333332
57277,KHI-ISB,Business,23,180,139,41,36765.86,42435.13461851475,2026-07-01,13,4,0,0,330.5589164999783,376.5402857525892,286.20115512365356,7432.0,29077.333333333332,1.2644164985326487,True,0.7722222222222223
57278,KHI-PEW,Business,13,180,61,119,47908.44,42737.64187978142,2026-07-01,14,1,0,0,332.54397918239596,384.09632894765224,274.18537761878923,,,,False,0.3388888888888889
57279,KHI-DXB,Business,45,180,91,89,114469.49,110639.33540295118,2026-07-01,15,5,1,1,340.0069077673393,382.96023954348954,270.9369187402991,,,,False,0.5055555555555555
57280,KHI-ISB,Business,20,180,70,110,36285.34,42435.13461851475,2026-07-01,16,1,0,0,332.66641036918946,377.38045295318034,273.4786151280544,7432.0,29077.333333333332,1.2478909115920762,True,0.3888888888888889
57281,KHI-ISB,Economy,64,180,58,122,21568.89,14814.069359582543,2026-07-01,17,3,0,0,325.49568336240293,385.76760649913757,275.4975184657469,7432.0,29077.333333333332,0.7417767562362436,True,0.32222222222222224
57282,KHI-ISB,Economy,1,180,79,101,19215.23,14814.069359582543,2026-07-01,18,3,0,0,335.7760786277795,379.20142645222904,281.9904587352623,7432.0,29077.333333333332,0.6608319194790903,True,0.4388888888888889
57283,KHI-LHE,Economy,19,180,102,78,17410.67,14965.685953399905,2026-07-01,19,0,0,0,330.5422144956262,378.93449290852766,270.9070425797194,7485.0,8569.0,2.0318205158128135,True,0.5666666666666667
