route,origin,destination,days_to_departure,flight_class,price_pkr,total_seats,booked_seats,remaining_seats
KHI-ISB,Karachi,Islamabad,31,Economy,18098.44,180,68,112
KHI-ISB,Karachi,Islamabad,29,Economy,18420.53,180,39,141
KHI-LHE,Karachi,Lahore,13,Economy,18306.03,180,74,106
KHI-PEW,Karachi,Peshawar,6,Economy,17843.86,180,74,106
KHI-PEW,Karachi,Peshawar,75,Economy,18120.83,180,34,146
KHI-DXB,Karachi,Dubai,39,Economy,49279.77,180,103,77
KHI-LHE,Karachi,Lahore,4,Economy,17893.29,180,90,90
KHI-ISB,Karachi,Islamabad,53,Economy,18347.51,180,60,120
KHI-LHE,Karachi,Lahore,7,Economy,19234.78,180,86,94
KHI-PEW,Karachi,Peshawar,32,Economy,18884.04,180,113,67
KHI-LHE,Karachi,Lahore,19,Economy,19250.59,180,73,107
KHI-LHE,Karachi,Lahore,74,Economy,18041.42,180,29,151
KHI-LHE,Karachi,Lahore,9,Economy,18127.73,180,101,79
LHE-ISB,Lahore,Islamabad,47,Economy,17847.29,180,82,98
KHI-DXB,Karachi,Dubai,27,Economy,48045.83,180,93,87
KHI-PEW,Karachi,Peshawar,62,Economy,19496.12,180,94,86
KHI-DXB,Karachi,Dubai,15,Economy,50490.57,180,20,160
KHI-DXB,Karachi,Dubai,71,Economy,50580.77,180,89,91
KHI-ISB,Karachi,Islamabad,58,Economy,19494.8,180,51,129
KHI-PEW,Karachi,Peshawar,74,Economy,19058.27,180,97,83
KHI-DXB,Karachi,Dubai,9,Economy,49032.15,180,96,84
LHE-ISB,Lahore,Islamabad,23,Economy,19302.2,180,68,112
LHE-ISB,Lahore,Islamabad,15,Economy,19198.28,180,37,143
KHI-LHE,Karachi,Lahore,44,Economy,20270.55,180,91,89
KHI-PEW,Karachi,Peshawar,24,Economy,20032.45,180,50,130
LHE-ISB,Lahore,Islamabad,3,Economy,19216.59,180,80,100
KHI-LHE,Karachi,Lahore,34,Economy,19593.17,180,59,121
KHI-DXB,Karachi,Dubai,7,Economy,50558.08,180,27,153
LHE-ISB,Lahore,Islamabad,19,Economy,19405.1,180,62,118
KHI-PEW,Karachi,Peshawar,7,Economy,19624.32,180,36,144
KHI-DXB,Karachi,Dubai,33,Economy,50567.58,180,86,94
LHE-ISB,Lahore,Islamabad,4,Economy,19183.57,180,97,83
KHI-DXB,Karachi,Dubai,68,Economy,53414.87,180,53,127
KHI-PEW,Karachi,Peshawar,15,Economy,19393.24,180,43,137
KHI-DXB,Karachi,Dubai,5,Economy,51253.88,180,20,160
KHI-DXB,Karachi,Dubai,51,Economy,54122.69,180,25,155
LHE-ISB,Lahore,Islamabad,17,Economy,19397.36,180,52,128
LHE-ISB,Lahore,Islamabad,46,Economy,21684.82,180,89,91
LHE-ISB,Lahore,Islamabad,66,Economy,8297.28,180,113,67
KHI-PEW,Karachi,Peshawar,85,Economy,8411.83,180,153,27
KHI-LHE,Karachi,Lahore,50,Economy,8240.93,180,120,60
KHI-ISB,Karachi,Islamabad,27,Economy,8184.87,180,173,7
KHI-PEW,Karachi,Peshawar,73,Economy,8393.6,180,171,9
KHI-PEW,Karachi,Peshawar,30,Economy,8464.86,180,109,71
KHI-ISB,Karachi,Islamabad,73,Economy,8445.78,180,116,64
KHI-DXB,Karachi,Dubai,35,Economy,34918.79,180,105,75
LHE-ISB,Lahore,Islamabad,53,Economy,8788.77,180,94,86
LHE-ISB,Lahore,Islamabad,29,Economy,8578.63,180,85,95
KHI-PEW,Karachi,Peshawar,23,Economy,9094.29,180,91,89
KHI-PEW,Karachi,Peshawar,32,Economy,8594.21,180,117,63
KHI-PEW,Karachi,Peshawar,18,Economy,9020.46,180,125,55
KHI-ISB,Karachi,Islamabad,5,Economy,9525.71,180,167,13
KHI-LHE,Karachi,Lahore,43,Economy,10358.93,180,85,95
KHI-DXB,Karachi,Dubai,52,Economy,37751.83,180,143,37
KHI-LHE,Karachi,Lahore,10,Economy,10658.37,180,150,30
KHI-PEW,Karachi,Peshawar,32,Economy,10676.66,180,129,51
KHI-DXB,Karachi,Dubai,6,Economy,38526.04,180,122,58
KHI-PEW,Karachi,Peshawar,80,Economy,11099.37,180,77,103
LHE-ISB,Lahore,Islamabad,31,Economy,11393.43,180,142,38
KHI-DXB,Karachi,Dubai,60,Economy,38959.65,180,90,90
KHI-ISB,Karachi,Islamabad,40,Economy,11597.63,180,83,97
KHI-PEW,Karachi,Peshawar,72,Economy,12096.9,180,141,39
KHI-LHE,Karachi,Lahore,18,Economy,12209.27,180,148,32
KHI-ISB,Karachi,Islamabad,13,Economy,12182.05,180,85,95
KHI-PEW,Karachi,Peshawar,6,Economy,12476.7,180,79,101
KHI-DXB,Karachi,Dubai,5,Economy,41534.45,180,123,57
KHI-ISB,Karachi,Islamabad,11,Economy,13258.23,180,140,40
KHI-LHE,Karachi,Lahore,14,Economy,13115.98,180,68,112
KHI-DXB,Karachi,Dubai,43,Economy,41846.78,180,84,96
KHI-LHE,Karachi,Lahore,30,Economy,13486.73,180,145,35
KHI-PEW,Karachi,Peshawar,62,Economy,12839.91,180,66,114
KHI-LHE,Karachi,Lahore,50,Economy,13031.79,180,124,56
LHE-ISB,Lahore,Islamabad,54,Economy,13579.54,180,105,75
LHE-ISB,Lahore,Islamabad,26,Economy,13471.93,180,86,94
LHE-ISB,Lahore,Islamabad,5,Economy,14024.57,180,57,123
KHI-ISB,Karachi,Islamabad,31,Economy,13401.86,180,67,113
KHI-LHE,Karachi,Lahore,7,Economy,14242.45,180,129,51
KHI-PEW,Karachi,Peshawar,79,Economy,13989.7,180,99,81
KHI-PEW,Karachi,Peshawar,38,Economy,14560.33,180,71,109
KHI-LHE,Karachi,Lahore,33,Economy,13714.87,180,62,118
KHI-ISB,Karachi,Islamabad,27,Economy,13719.71,180,107,73
KHI-LHE,Karachi,Lahore,75,Economy,14277.03,180,53,127
KHI-DXB,Karachi,Dubai,14,Economy,43003.17,180,101,79
KHI-DXB,Karachi,Dubai,13,Economy,42144.47,180,138,42
KHI-PEW,Karachi,Peshawar,34,Economy,14002.06,180,101,79
KHI-PEW,Karachi,Peshawar,18,Economy,14193.26,180,54,126
KHI-PEW,Karachi,Peshawar,4,Economy,13836.9,180,61,119
KHI-LHE,Karachi,Lahore,8,Economy,14771.32,180,79,101
KHI-DXB,Karachi,Dubai,0,Economy,43010.72,180,73,107
KHI-PEW,Karachi,Peshawar,31,Economy,14904.02,180,94,86
LHE-ISB,Lahore,Islamabad,67,Economy,13980.93,180,68,112
KHI-LHE,Karachi,Lahore,75,Economy,15204.59,180,99,81
KHI-ISB,Karachi,Islamabad,51,Economy,14277.16,180,76,104
KHI-LHE,Karachi,Lahore,40,Economy,14306.21,180,127,53
LHE-ISB,Lahore,Islamabad,48,Economy,14946.5,180,95,85
KHI-ISB,Karachi,Islamabad,81,Economy,15045.54,180,49,131
LHE-ISB,Lahore,Islamabad,3,Economy,15438.83,180,80,100
KHI-PEW,Karachi,Peshawar,46,Economy,15164.97,180,67,113
LHE-ISB,Lahore,Islamabad,66,Economy,15440.31,180,120,60
KHI-LHE,Karachi,Lahore,36,Economy,16305.61,180,40,140
LHE-ISB,Lahore,Islamabad,30,Economy,17052.93,180,115,65
KHI-DXB,Karachi,Dubai,30,Economy,45611.42,180,67,113
KHI-ISB,Karachi,Islamabad,7,Economy,16490.24,180,52,128
KHI-PEW,Karachi,Peshawar,51,Economy,15999.57,180,107,73
KHI-DXB,Karachi,Dubai,5,Economy,46245.13,180,50,130
LHE-ISB,Lahore,Islamabad,35,Economy,16032.4,180,95,85
KHI-ISB,Karachi,Islamabad,62,Economy,16694.12,180,117,63
KHI-ISB,Karachi,Islamabad,8,Economy,15894.59,180,66,114
KHI-DXB,Karachi,Dubai,16,Economy,47320.77,180,40,140
KHI-DXB,Karachi,Dubai,13,Economy,47250.11,180,50,130
KHI-PEW,Karachi,Peshawar,32,Economy,17043.22,180,103,77
LHE-ISB,Lahore,Islamabad,75,Economy,16381.28,180,107,73
KHI-DXB,Karachi,Dubai,25,Economy,45719.98,180,55,125
KHI-DXB,Karachi,Dubai,65,Economy,47637.95,180,105,75
KHI-DXB,Karachi,Dubai,29,Economy,45196.81,180,109,71
KHI-ISB,Karachi,Islamabad,15,Economy,15852.42,180,99,81
LHE-ISB,Lahore,Islamabad,21,Economy,15968.43,180,61,119
KHI-DXB,Karachi,Dubai,61,Economy,48804.64,180,52,128
KHI-ISB,Karachi,Islamabad,3,Economy,15734.56,180,121,59
KHI-ISB,Karachi,Islamabad,39,Economy,15926.83,180,113,67
KHI-DXB,Karachi,Dubai,54,Economy,46742.04,180,90,90
KHI-ISB,Karachi,Islamabad,44,Economy,17384.09,180,98,82
KHI-LHE,Karachi,Lahore,71,Economy,16333.72,180,104,76
LHE-ISB,Lahore,Islamabad,69,Economy,17174.55,180,99,81
KHI-PEW,Karachi,Peshawar,22,Economy,16388.55,180,110,70
KHI-LHE,Karachi,Lahore,47,Economy,17155.08,180,92,88
KHI-ISB,Karachi,Islamabad,1,Economy,15801.79,180,39,141
KHI-PEW,Karachi,Peshawar,78,Economy,16831.7,180,45,135
KHI-DXB,Karachi,Dubai,24,Economy,47828.86,180,54,126
KHI-LHE,Karachi,Lahore,34,Economy,17328.27,180,95,85
KHI-DXB,Karachi,Dubai,36,Economy,49492.23,180,47,133
KHI-DXB,Karachi,Dubai,14,Economy,49787.35,180,70,110
LHE-ISB,Lahore,Islamabad,5,Economy,18218.55,180,41,139
KHI-ISB,Karachi,Islamabad,71,Economy,18476.19,180,77,103
KHI-DXB,Karachi,Dubai,76,Economy,49485.48,180,46,134
KHI-ISB,Karachi,Islamabad,17,Economy,17874.65,180,37,143
KHI-DXB,Karachi,Dubai,6,Economy,51752.3,180,92,88
KHI-PEW,Karachi,Peshawar,10,Economy,18815.15,180,104,76
LHE-ISB,Lahore,Islamabad,13,Economy,18045.76,180,57,123
KHI-PEW,Karachi,Peshawar,75,Economy,18247.92,180,75,105
KHI-ISB,Karachi,Islamabad,19,Economy,18163.34,180,89,91
KHI-DXB,Karachi,Dubai,75,Economy,51895.43,180,86,94
LHE-ISB,Lahore,Islamabad,37,Economy,18715.81,180,43,137
LHE-ISB,Lahore,Islamabad,48,Economy,18209.16,180,27,153
KHI-PEW,Karachi,Peshawar,13,Economy,18634.42,180,84,96
KHI-PEW,Karachi,Peshawar,9,Economy,18777.47,180,22,158
KHI-DXB,Karachi,Dubai,14,Economy,49022.43,180,87,93
LHE-ISB,Lahore,Islamabad,20,Economy,19018.52,180,67,113
KHI-PEW,Karachi,Peshawar,7,Economy,18936.57,180,77,103
KHI-PEW,Karachi,Peshawar,22,Economy,18356.98,180,70,110
KHI-ISB,Karachi,Islamabad,19,Economy,19224.93,180,77,103
KHI-ISB,Karachi,Islamabad,11,Economy,17891.49,180,100,80
KHI-PEW,Karachi,Peshawar,9,Economy,18362.66,180,102,78
KHI-DXB,Karachi,Dubai,36,Economy,50004.86,180,35,145
KHI-LHE,Karachi,Lahore,16,Economy,19343.26,180,44,136
KHI-PEW,Karachi,Peshawar,8,Economy,20270.87,180,57,123
LHE-ISB,Lahore,Islamabad,34,Economy,19146.01,180,20,160
KHI-DXB,Karachi,Dubai,56,Economy,52967.13,180,77,103
KHI-ISB,Karachi,Islamabad,2,Economy,20031.37,180,84,96
LHE-ISB,Lahore,Islamabad,58,Economy,19385.85,180,73,107
KHI-ISB,Karachi,Islamabad,52,Economy,20552.85,180,28,152
KHI-ISB,Karachi,Islamabad,25,Economy,19006.09,180,67,113
KHI-LHE,Karachi,Lahore,19,Economy,20611.54,180,93,87
LHE-ISB,Lahore,Islamabad,4,Economy,19938.32,180,71,109
LHE-ISB,Lahore,Islamabad,47,Economy,20816.68,180,30,150
LHE-ISB,Lahore,Islamabad,7,Economy,19779.68,180,23,157
KHI-DXB,Karachi,Dubai,5,Economy,55792.71,180,20,160
KHI-DXB,Karachi,Dubai,9,Economy,54717.56,180,55,125
KHI-ISB,Karachi,Islamabad,65,Economy,8397.47,180,110,70
KHI-PEW,Karachi,Peshawar,23,Economy,8085.98,180,175,5
KHI-PEW,Karachi,Peshawar,16,Economy,8486.52,180,98,82
KHI-ISB,Karachi,Islamabad,26,Economy,8222.26,180,173,7
KHI-LHE,Karachi,Lahore,17,Economy,8725.08,180,115,65
KHI-PEW,Karachi,Peshawar,5,Economy,8264.97,180,158,22
KHI-DXB,Karachi,Dubai,16,Economy,36879.05,180,107,73
KHI-PEW,Karachi,Peshawar,36,Economy,8368.73,180,166,14
KHI-PEW,Karachi,Peshawar,28,Economy,8712.28,180,127,53
KHI-DXB,Karachi,Dubai,23,Economy,36546.06,180,133,47
KHI-LHE,Karachi,Lahore,47,Economy,8469.16,180,144,36
LHE-ISB,Lahore,Islamabad,5,Economy,8628.73,180,119,61
KHI-DXB,Karachi,Dubai,8,Economy,35187.49,180,130,50
LHE-ISB,Lahore,Islamabad,60,Economy,9017.94,180,99,81
LHE-ISB,Lahore,Islamabad,6,Economy,8698.15,180,170,10
KHI-PEW,Karachi,Peshawar,31,Economy,9004.79,180,171,9
KHI-PEW,Karachi,Peshawar,4,Economy,9690.96,180,151,29
LHE-ISB,Lahore,Islamabad,0,Economy,9505.16,180,136,44
KHI-LHE,Karachi,Lahore,10,Economy,9170.15,180,91,89
KHI-LHE,Karachi,Lahore,14,Economy,9494.91,180,84,96
KHI-LHE,Karachi,Lahore,37,Economy,9783.77,180,79,101
KHI-LHE,Karachi,Lahore,17,Economy,9637.53,180,157,23
KHI-ISB,Karachi,Islamabad,29,Economy,9549.43,180,128,52
KHI-PEW,Karachi,Peshawar,46,Economy,9749.63,180,101,79
KHI-PEW,Karachi,Peshawar,17,Economy,9687.31,180,92,88
KHI-ISB,Karachi,Islamabad,43,Economy,10104.17,180,161,19
KHI-ISB,Karachi,Islamabad,54,Economy,9689.33,180,78,102
KHI-PEW,Karachi,Peshawar,50,Economy,9958.39,180,132,48
LHE-ISB,Lahore,Islamabad,28,Economy,10173.57,180,159,21
KHI-PEW,Karachi,Peshawar,41,Economy,11903.3,180,96,84
LHE-ISB,Lahore,Islamabad,10,Economy,12373.88,180,152,28
KHI-DXB,Karachi,Dubai,7,Economy,40961.64,180,94,86
KHI-DXB,Karachi,Dubai,61,Economy,41552.06,180,77,103
KHI-PEW,Karachi,Peshawar,31,Economy,11657.54,180,134,46
KHI-LHE,Karachi,Lahore,63,Economy,11760.6,180,79,101
LHE-ISB,Lahore,Islamabad,11,Economy,12445.69,180,118,62
KHI-ISB,Karachi,Islamabad,52,Economy,12035.59,180,88,92
KHI-PEW,Karachi,Peshawar,28,Economy,12497.86,180,93,87
KHI-DXB,Karachi,Dubai,46,Economy,40752.71,180,149,31
KHI-LHE,Karachi,Lahore,19,Economy,11650.4,180,146,34
KHI-ISB,Karachi,Islamabad,35,Economy,11684.85,180,80,100
KHI-PEW,Karachi,Peshawar,67,Economy,12511.76,180,128,52
KHI-LHE,Karachi,Lahore,18,Economy,11657.42,180,105,75
KHI-LHE,Karachi,Lahore,3,Economy,12080.7,180,113,67
KHI-DXB,Karachi,Dubai,18,Economy,40888.92,180,107,73
KHI-ISB,Karachi,Islamabad,41,Economy,12474.86,180,145,35
KHI-PEW,Karachi,Peshawar,17,Economy,11802.63,180,93,87
LHE-ISB,Lahore,Islamabad,84,Economy,12341.91,180,109,71
LHE-ISB,Lahore,Islamabad,25,Economy,12243.16,180,77,103
KHI-ISB,Karachi,Islamabad,30,Economy,11946.75,180,117,63
KHI-PEW,Karachi,Peshawar,8,Economy,13167.39,180,148,32
KHI-DXB,Karachi,Dubai,15,Economy,40920.86,180,85,95
KHI-DXB,Karachi,Dubai,15,Economy,42294.03,180,79,101
LHE-ISB,Lahore,Islamabad,19,Economy,12955.27,180,107,73
LHE-ISB,Lahore,Islamabad,43,Economy,12670.29,180,89,91
LHE-ISB,Lahore,Islamabad,18,Economy,12611.74,180,115,65
LHE-ISB,Lahore,Islamabad,19,Economy,13211.47,180,71,109
KHI-ISB,Karachi,Islamabad,34,Economy,13046.75,180,132,48
LHE-ISB,Lahore,Islamabad,14,Economy,13342.24,180,133,47
KHI-DXB,Karachi,Dubai,34,Economy,40881.62,180,101,79
KHI-PEW,Karachi,Peshawar,59,Economy,13073.06,180,77,103
LHE-ISB,Lahore,Islamabad,2,Economy,13351.8,180,92,88
LHE-ISB,Lahore,Islamabad,60,Economy,13412.1,180,57,123
LHE-ISB,Lahore,Islamabad,10,Economy,13337.56,180,129,51
KHI-DXB,Karachi,Dubai,9,Economy,43082.64,180,100,80
LHE-ISB,Lahore,Islamabad,18,Economy,14157.47,180,134,46
KHI-PEW,Karachi,Peshawar,43,Economy,14012.51,180,81,99
LHE-ISB,Lahore,Islamabad,40,Economy,15777.88,180,77,103
KHI-LHE,Karachi,Lahore,39,Economy,15928.67,180,51,129
LHE-ISB,Lahore,Islamabad,55,Economy,16057.9,180,93,87
KHI-DXB,Karachi,Dubai,39,Economy,44976.71,180,125,55
KHI-PEW,Karachi,Peshawar,44,Economy,16315.62,180,79,101
KHI-DXB,Karachi,Dubai,31,Economy,47312.91,180,123,57
KHI-LHE,Karachi,Lahore,34,Economy,15668.08,180,67,113
KHI-ISB,Karachi,Islamabad,24,Economy,15482.59,180,113,67
KHI-DXB,Karachi,Dubai,10,Economy,45361.19,180,102,78
LHE-ISB,Lahore,Islamabad,64,Economy,15424.35,180,73,107
KHI-DXB,Karachi,Dubai,43,Economy,44386.99,180,112,68
KHI-DXB,Karachi,Dubai,64,Economy,47068.43,180,97,83
KHI-PEW,Karachi,Peshawar,17,Economy,15188.32,180,87,93
LHE-ISB,Lahore,Islamabad,3,Economy,15759.87,180,121,59
KHI-PEW,Karachi,Peshawar,28,Economy,15758.07,180,72,108
KHI-DXB,Karachi,Dubai,14,Economy,44401.32,180,50,130
KHI-ISB,Karachi,Islamabad,43,Economy,15802.29,180,74,106
LHE-ISB,Lahore,Islamabad,69,Economy,16173.52,180,45,135
LHE-ISB,Lahore,Islamabad,12,Economy,14517.32,180,127,53
KHI-DXB,Karachi,Dubai,29,Economy,45670.58,180,70,110
KHI-DXB,Karachi,Dubai,5,Economy,43655.96,180,57,123
LHE-ISB,Lahore,Islamabad,40,Economy,16313.16,180,94,86
KHI-PEW,Karachi,Peshawar,14,Economy,17043.77,180,93,87
KHI-LHE,Karachi,Lahore,77,Economy,16349.52,180,69,111
KHI-LHE,Karachi,Lahore,18,Economy,16564.14,180,72,108
KHI-ISB,Karachi,Islamabad,47,Economy,17071.28,180,116,64
KHI-DXB,Karachi,Dubai,16,Economy,46637.84,180,73,107
KHI-DXB,Karachi,Dubai,21,Economy,48815.41,180,116,64
KHI-ISB,Karachi,Islamabad,52,Economy,16503.04,180,45,135
LHE-ISB,Lahore,Islamabad,20,Economy,17750.23,180,107,73
KHI-DXB,Karachi,Dubai,14,Economy,49158.66,180,30,150
KHI-DXB,Karachi,Dubai,5,Economy,51087.43,180,73,107
KHI-LHE,Karachi,Lahore,37,Economy,18367.47,180,63,117
KHI-DXB,Karachi,Dubai,5,Economy,49268.92,180,91,89
KHI-DXB,Karachi,Dubai,55,Economy,51198.35,180,61,119
KHI-PEW,Karachi,Peshawar,19,Economy,18912.17,180,55,125
KHI-LHE,Karachi,Lahore,26,Economy,19076.35,180,35,145
KHI-LHE,Karachi,Lahore,13,Economy,19088.99,180,44,136
KHI-LHE,Karachi,Lahore,36,Economy,17791.32,180,72,108
KHI-ISB,Karachi,Islamabad,3,Economy,18463.75,180,30,150
KHI-PEW,Karachi,Peshawar,18,Economy,18749.19,180,39,141
KHI-PEW,Karachi,Peshawar,16,Economy,18442.08,180,43,137
KHI-PEW,Karachi,Peshawar,53,Economy,18614.34,180,28,152
KHI-DXB,Karachi,Dubai,65,Economy,48103.48,180,92,88
LHE-ISB,Lahore,Islamabad,13,Economy,18117.83,180,46,134
LHE-ISB,Lahore,Islamabad,26,Economy,18977.26,180,47,133
KHI-PEW,Karachi,Peshawar,38,Economy,19814.3,180,105,75
KHI-PEW,Karachi,Peshawar,56,Economy,20283.04,180,86,94
KHI-ISB,Karachi,Islamabad,20,Economy,19816.52,180,81,99
KHI-LHE,Karachi,Lahore,38,Economy,19189.68,180,60,120
KHI-ISB,Karachi,Islamabad,20,Economy,19095.28,180,63,117
KHI-PEW,Karachi,Peshawar,19,Economy,19501.03,180,26,154
KHI-ISB,Karachi,Islamabad,14,Economy,19325.26,180,66,114
LHE-ISB,Lahore,Islamabad,13,Economy,19419.38,180,20,160
KHI-ISB,Karachi,Islamabad,22,Economy,19689.48,180,101,79
KHI-PEW,Karachi,Peshawar,25,Economy,19713.35,180,31,149
KHI-LHE,Karachi,Lahore,9,Economy,20629.33,180,20,160
KHI-DXB,Karachi,Dubai,59,Economy,36545.18,180,152,28
KHI-DXB,Karachi,Dubai,59,Economy,34332.79,180,128,52
KHI-DXB,Karachi,Dubai,12,Economy,35636.35,180,154,26
KHI-PEW,Karachi,Peshawar,42,Economy,8308.35,180,145,35
KHI-ISB,Karachi,Islamabad,26,Economy,8668.92,180,165,15
KHI-LHE,Karachi,Lahore,15,Economy,8288.08,180,107,73
LHE-ISB,Lahore,Islamabad,18,Economy,8176.95,180,89,91
KHI-ISB,Karachi,Islamabad,5,Economy,8171.4,180,108,72
KHI-LHE,Karachi,Lahore,40,Economy,8092.01,180,102,78
KHI-ISB,Karachi,Islamabad,18,Economy,8366.67,180,98,82
KHI-PEW,Karachi,Peshawar,25,Economy,8491.61,180,155,25
LHE-ISB,Lahore,Islamabad,6,Economy,8154.54,180,138,42
LHE-ISB,Lahore,Islamabad,52,Economy,8648.19,180,124,56
KHI-DXB,Karachi,Dubai,27,Economy,34805.43,180,143,37
KHI-ISB,Karachi,Islamabad,78,Economy,8152.29,180,96,84
KHI-PEW,Karachi,Peshawar,11,Economy,8282.82,180,117,63
KHI-PEW,Karachi,Peshawar,21,Economy,8243.59,180,116,64
KHI-ISB,Karachi,Islamabad,24,Economy,8513.84,180,135,45
KHI-PEW,Karachi,Peshawar,1,Economy,8554.12,180,174,6
KHI-PEW,Karachi,Peshawar,68,Economy,8437.28,180,123,57
KHI-LHE,Karachi,Lahore,27,Economy,9272.51,180,94,86
KHI-LHE,Karachi,Lahore,52,Economy,9190.43,180,97,83
LHE-ISB,Lahore,Islamabad,17,Economy,8720.83,180,160,20
KHI-LHE,Karachi,Lahore,56,Economy,9096.61,180,112,68
KHI-LHE,Karachi,Lahore,49,Economy,9968.56,180,115,65
KHI-PEW,Karachi,Peshawar,39,Economy,10154.93,180,143,37
KHI-ISB,Karachi,Islamabad,3,Economy,9821.01,180,145,35
KHI-PEW,Karachi,Peshawar,38,Economy,9785.57,180,161,19
KHI-LHE,Karachi,Lahore,43,Economy,9789.37,180,143,37
KHI-PEW,Karachi,Peshawar,13,Economy,9707.83,180,123,57
KHI-DXB,Karachi,Dubai,56,Economy,37398.85,180,113,67
LHE-ISB,Lahore,Islamabad,57,Economy,10006.45,180,137,43
KHI-DXB,Karachi,Dubai,56,Economy,38374.87,180,133,47
KHI-LHE,Karachi,Lahore,15,Economy,12421.22,180,139,41
LHE-ISB,Lahore,Islamabad,6,Economy,11960.53,180,96,84
KHI-DXB,Karachi,Dubai,5,Economy,40441.65,180,132,48
KHI-PEW,Karachi,Peshawar,65,Economy,11658.11,180,129,51
KHI-ISB,Karachi,Islamabad,8,Economy,12259.24,180,83,97
KHI-DXB,Karachi,Dubai,19,Economy,40570.94,180,76,104
KHI-LHE,Karachi,Lahore,12,Economy,11980.66,180,112,68
KHI-ISB,Karachi,Islamabad,42,Economy,12373.02,180,65,115
LHE-ISB,Lahore,Islamabad,23,Economy,11760.88,180,153,27
KHI-ISB,Karachi,Islamabad,28,Economy,11605.48,180,142,38
KHI-DXB,Karachi,Dubai,9,Economy,41252.3,180,69,111
KHI-ISB,Karachi,Islamabad,65,Economy,11667.9,180,143,37
KHI-LHE,Karachi,Lahore,45,Economy,12052.49,180,151,29
KHI-PEW,Karachi,Peshawar,38,Economy,12344.91,180,92,88
LHE-ISB,Lahore,Islamabad,28,Economy,12281.21,180,67,113
KHI-DXB,Karachi,Dubai,21,Economy,39446.43,180,116,64
LHE-ISB,Lahore,Islamabad,54,Economy,12143.96,180,90,90
KHI-ISB,Karachi,Islamabad,23,Economy,12271.77,180,147,33
LHE-ISB,Lahore,Islamabad,31,Economy,12454.07,180,69,111
KHI-PEW,Karachi,Peshawar,5,Economy,12361.16,180,82,98
LHE-ISB,Lahore,Islamabad,26,Economy,11999.91,180,103,77
LHE-ISB,Lahore,Islamabad,17,Economy,12279.72,180,114,66
KHI-LHE,Karachi,Lahore,60,Economy,12344.69,180,121,59
KHI-DXB,Karachi,Dubai,32,Economy,40039.34,180,105,75
KHI-LHE,Karachi,Lahore,16,Economy,11693.79,180,98,82
LHE-ISB,Lahore,Islamabad,26,Economy,12619.36,180,82,98
LHE-ISB,Lahore,Islamabad,43,Economy,12628.96,180,135,45
LHE-ISB,Lahore,Islamabad,6,Economy,13545.39,180,81,99
KHI-PEW,Karachi,Peshawar,5,Economy,12768.02,180,69,111
LHE-ISB,Lahore,Islamabad,29,Economy,13083.63,180,79,101
KHI-LHE,Karachi,Lahore,28,Economy,13153.54,180,105,75
KHI-ISB,Karachi,Islamabad,70,Economy,13720.12,180,98,82
LHE-ISB,Lahore,Islamabad,4,Economy,13110.17,180,117,63
KHI-DXB,Karachi,Dubai,22,Economy,44747.41,180,90,90
KHI-LHE,Karachi,Lahore,19,Economy,13272.38,180,76,104
KHI-ISB,Karachi,Islamabad,23,Economy,13216.04,180,81,99
KHI-ISB,Karachi,Islamabad,56,Economy,13374.98,180,138,42
LHE-ISB,Lahore,Islamabad,14,Economy,13214.06,180,64,116
KHI-ISB,Karachi,Islamabad,29,Economy,13541.44,180,64,116
KHI-PEW,Karachi,Peshawar,30,Economy,13807.2,180,94,86
KHI-DXB,Karachi,Dubai,31,Economy,43181.63,180,126,54
LHE-ISB,Lahore,Islamabad,20,Economy,15994.96,180,67,113
KHI-DXB,Karachi,Dubai,55,Economy,44970.82,180,78,102
KHI-PEW,Karachi,Peshawar,43,Economy,15883.18,180,62,118
KHI-PEW,Karachi,Peshawar,54,Economy,15252.83,180,116,64
KHI-DXB,Karachi,Dubai,17,Economy,45083.83,180,70,110
KHI-ISB,Karachi,Islamabad,35,Economy,16205.66,180,69,111
KHI-ISB,Karachi,Islamabad,16,Economy,15154.24,180,106,74
KHI-DXB,Karachi,Dubai,12,Economy,44200.36,180,42,138
LHE-ISB,Lahore,Islamabad,18,Economy,15842.61,180,90,90
LHE-ISB,Lahore,Islamabad,56,Economy,16104.11,180,62,118
KHI-ISB,Karachi,Islamabad,10,Economy,16325.14,180,81,99
LHE-ISB,Lahore,Islamabad,43,Economy,16295.88,180,129,51
KHI-PEW,Karachi,Peshawar,24,Economy,15576.14,180,50,130
KHI-PEW,Karachi,Peshawar,7,Economy,15893.98,180,71,109
KHI-LHE,Karachi,Lahore,72,Economy,15173.39,180,72,108
LHE-ISB,Lahore,Islamabad,40,Economy,15592.41,180,47,133
LHE-ISB,Lahore,Islamabad,56,Economy,15491.16,180,106,74
KHI-LHE,Karachi,Lahore,27,Economy,15817.22,180,100,80
KHI-DXB,Karachi,Dubai,38,Economy,47729.42,180,80,100
KHI-ISB,Karachi,Islamabad,48,Economy,15476.32,180,118,62
KHI-LHE,Karachi,Lahore,14,Economy,15989.35,180,46,134
LHE-ISB,Lahore,Islamabad,63,Economy,15497.59,180,103,77
KHI-DXB,Karachi,Dubai,35,Economy,46777.27,180,53,127
KHI-PEW,Karachi,Peshawar,12,Economy,15246.99,180,70,110
KHI-LHE,Karachi,Lahore,32,Economy,15377.21,180,81,99
